Gene.38280	Gene.38280
Gene.38281	Gene.38281
Gene.38282	Gene.38282
Gene.38283	Gene.38283
Gene.38288	Gene.38288
Gene.37214	Gene.37214
Gene.38289	Gene.38289
Gene.38291	Gene.38291
Gene.38292	Gene.38292
Gene.38293	Gene.38293
Gene.38299	Gene.38299
Gene.37217	Gene.37217
Gene.38300	Gene.38300
Gene.38301	Gene.38301
Gene.37221	Gene.37221
Gene.37223	Gene.37223
Gene.37224	Gene.37224
Gene.37229	Gene.37229
Gene.37230	Gene.37230
Gene.37232	Gene.37232
Gene.38309	Gene.38309
Gene.38311	Gene.38311
Gene.37233	Gene.37233
Gene.37234	Gene.37234
Gene.38317	Gene.38317
Gene.38319	Gene.38319
Gene.37236	Gene.37236
Gene.38323	Gene.38323
Gene.38327	Gene.38327
Gene.38331	Gene.38331
Gene.38333	Gene.38333
Gene.38334	Gene.38334
Gene.37238	Gene.37238
Gene.38339	Gene.38339
Gene.38341	Gene.38341
Gene.37242	Gene.37242
Gene.38342	Gene.38342
Gene.38346	Gene.38346
Gene.38351	Gene.38351
Gene.38354	Gene.38354
Gene.38357	Gene.38357
Gene.38358	Gene.38358
Gene.38359	Gene.38359
Gene.38364	Gene.38364
Gene.38366	Gene.38366
Gene.38367	Gene.38367
Gene.38368	Gene.38368
Gene.38369	Gene.38369
Gene.38371	Gene.38371
Gene.38372	Gene.38372
Gene.38376	Gene.38376
Gene.38379	Gene.38379
Gene.38382	Gene.38382
Gene.38383	Gene.38383
Gene.38389	Gene.38389
Gene.38392	Gene.38392
Gene.38395	Gene.38395
Gene.38396	Gene.38396
Gene.38399	Gene.38399
Gene.37245	Gene.37245
Gene.38401	Gene.38401
Gene.38402	Gene.38402
Gene.38403	Gene.38403
Gene.38404	Gene.38404
Gene.38406	Gene.38406
Gene.38407	Gene.38407
Gene.37246	Gene.37246
Gene.38410	Gene.38410
Gene.38415	Gene.38415
Gene.38416	Gene.38416
Gene.38418	Gene.38418
Gene.38421	Gene.38421
Gene.38424	Gene.38424
Gene.38428	Gene.38428
Gene.38430	Gene.38430
Gene.38433	Gene.38433
Gene.38438	Gene.38438
Gene.38439	Gene.38439
Gene.38443	Gene.38443
Gene.38450	Gene.38450
Gene.38453	Gene.38453
Gene.38454	Gene.38454
Gene.38456	Gene.38456
Gene.38462	Gene.38462
Gene.38465	Gene.38465
Gene.38466	Gene.38466
Gene.38468	Gene.38468
Gene.38471	Gene.38471
Gene.38474	Gene.38474
Gene.38479	Gene.38479
Gene.38482	Gene.38482
Gene.37251	Gene.37251
Gene.38486	Gene.38486
Gene.38493	Gene.38493
Gene.38496	Gene.38496
Gene.38497	Gene.38497
Gene.38498	Gene.38498
Gene.38499	Gene.38499
Gene.38501	Gene.38501
Gene.38508	Gene.38508
Gene.38518	Gene.38518
Gene.38532	Gene.38532
Gene.38536	Gene.38536
Gene.38537	Gene.38537
Gene.38540	Gene.38540
Gene.38547	Gene.38547
Gene.38552	Gene.38552
Gene.38553	Gene.38553
Gene.37255	Gene.37255
Gene.38555	Gene.38555
Gene.38557	Gene.38557
Gene.37258	Gene.37258
Gene.38558	Gene.38558
Gene.38561	Gene.38561
Gene.38562	Gene.38562
Gene.37259	Gene.37259
Gene.38567	Gene.38567
Gene.38569	Gene.38569
Gene.38571	Gene.38571
Gene.38572	Gene.38572
Gene.38575	Gene.38575
Gene.38577	Gene.38577
Gene.38584	Gene.38584
Gene.38587	Gene.38587
Gene.37262	Gene.37262
Gene.38590	Gene.38590
Gene.38591	Gene.38591
Gene.37263	Gene.37263
Gene.38594	Gene.38594
Gene.38598	Gene.38598
Gene.38601	Gene.38601
Gene.38602	Gene.38602
Gene.38604	Gene.38604
Gene.38606	Gene.38606
Gene.38611	Gene.38611
Gene.38614	Gene.38614
Gene.38615	Gene.38615
Gene.38620	Gene.38620
Gene.38621	Gene.38621
Gene.37265	Gene.37265
Gene.38624	Gene.38624
Gene.38625	Gene.38625
Gene.38630	Gene.38630
Gene.38632	Gene.38632
Gene.38633	Gene.38633
Gene.38637	Gene.38637
Gene.38638	Gene.38638
Gene.38646	Gene.38646
Gene.38650	Gene.38650
Gene.38655	Gene.38655
Gene.38658	Gene.38658
Gene.38659	Gene.38659
Gene.38660	Gene.38660
Gene.38663	Gene.38663
Gene.38669	Gene.38669
Gene.38671	Gene.38671
Gene.38677	Gene.38677
Gene.38678	Gene.38678
Gene.38679	Gene.38679
Gene.38680	Gene.38680
Gene.38681	Gene.38681
Gene.38682	Gene.38682
Gene.38686	Gene.38686
Gene.38690	Gene.38690
Gene.38691	Gene.38691
Gene.38692	Gene.38692
Gene.38693	Gene.38693
Gene.38694	Gene.38694
Gene.38695	Gene.38695
Gene.38698	Gene.38698
Gene.38700	Gene.38700
Gene.37271	Gene.37271
Gene.38702	Gene.38702
Gene.38703	Gene.38703
Gene.38705	Gene.38705
Gene.37273	Gene.37273
Gene.38712	Gene.38712
Gene.38713	Gene.38713
Gene.38715	Gene.38715
Gene.38717	Gene.38717
Gene.38718	Gene.38718
Gene.37274	Gene.37274
Gene.38728	Gene.38728
Gene.38737	Gene.38737
Gene.38738	Gene.38738
Gene.38739	Gene.38739
Gene.38741	Gene.38741
Gene.38742	Gene.38742
Gene.38746	Gene.38746
Gene.38749	Gene.38749
Gene.38755	Gene.38755
Gene.38761	Gene.38761
Gene.38763	Gene.38763
Gene.38765	Gene.38765
Gene.38766	Gene.38766
Gene.37278	Gene.37278
Gene.38768	Gene.38768
Gene.38774	Gene.38774
Gene.38779	Gene.38779
Gene.38780	Gene.38780
Gene.38793	Gene.38793
Gene.38795	Gene.38795
Gene.38800	Gene.38800
Gene.38801	Gene.38801
Gene.38805	Gene.38805
Gene.38806	Gene.38806
Gene.38807	Gene.38807
Gene.38809	Gene.38809
Gene.38810	Gene.38810
Gene.38811	Gene.38811
Gene.37279	Gene.37279
Gene.38815	Gene.38815
Gene.38819	Gene.38819
Gene.38820	Gene.38820
Gene.38822	Gene.38822
Gene.38823	Gene.38823
Gene.38830	Gene.38830
Gene.38831	Gene.38831
Gene.38832	Gene.38832
Gene.38838	Gene.38838
Gene.38839	Gene.38839
Gene.38841	Gene.38841
Gene.38842	Gene.38842
Gene.38846	Gene.38846
Gene.38849	Gene.38849
Gene.38850	Gene.38850
Gene.38852	Gene.38852
Gene.37283	Gene.37283
Gene.38854	Gene.38854
Gene.37287	Gene.37287
Gene.38861	Gene.38861
Gene.38866	Gene.38866
Gene.38868	Gene.38868
Gene.38872	Gene.38872
Gene.37291	Gene.37291
Gene.38882	Gene.38882
Gene.38885	Gene.38885
Gene.38886	Gene.38886
Gene.38892	Gene.38892
Gene.38896	Gene.38896
Gene.38897	Gene.38897
Gene.38901	Gene.38901
Gene.37296	Gene.37296
Gene.38905	Gene.38905
Gene.38908	Gene.38908
Gene.38909	Gene.38909
Gene.38912	Gene.38912
Gene.38920	Gene.38920
Gene.38921	Gene.38921
Gene.38922	Gene.38922
Gene.38926	Gene.38926
Gene.37300	Gene.37300
Gene.38927	Gene.38927
Gene.38928	Gene.38928
Gene.38929	Gene.38929
Gene.38930	Gene.38930
Gene.38931	Gene.38931
Gene.38932	Gene.38932
Gene.38938	Gene.38938
Gene.38941	Gene.38941
Gene.38942	Gene.38942
Gene.38943	Gene.38943
Gene.37302	Gene.37302
Gene.38953	Gene.38953
Gene.38957	Gene.38957
Gene.38958	Gene.38958
Gene.38959	Gene.38959
Gene.38960	Gene.38960
Gene.38961	Gene.38961
Gene.38966	Gene.38966
Gene.38968	Gene.38968
Gene.38969	Gene.38969
Gene.38974	Gene.38974
Gene.38981	Gene.38981
Gene.37304	Gene.37304
Gene.38985	Gene.38985
Gene.38987	Gene.38987
Gene.38992	Gene.38992
Gene.38998	Gene.38998
Gene.39000	Gene.39000
Gene.39001	Gene.39001
Gene.39008	Gene.39008
Gene.39009	Gene.39009
Gene.39011	Gene.39011
Gene.39012	Gene.39012
Gene.39017	Gene.39017
Gene.39018	Gene.39018
Gene.37312	Gene.37312
Gene.39022	Gene.39022
Gene.39024	Gene.39024
Gene.39029	Gene.39029
Gene.39030	Gene.39030
Gene.39031	Gene.39031
Gene.39035	Gene.39035
Gene.39041	Gene.39041
Gene.37314	Gene.37314
Gene.37315	Gene.37315
Gene.39049	Gene.39049
Gene.39052	Gene.39052
Gene.37320	Gene.37320
Gene.39060	Gene.39060
Gene.39062	Gene.39062
Gene.39071	Gene.39071
Gene.39073	Gene.39073
Gene.39074	Gene.39074
Gene.39075	Gene.39075
Gene.39079	Gene.39079
Gene.39081	Gene.39081
Gene.39082	Gene.39082
Gene.39083	Gene.39083
Gene.37321	Gene.37321
Gene.39089	Gene.39089
Gene.39090	Gene.39090
Gene.39092	Gene.39092
Gene.39095	Gene.39095
Gene.39099	Gene.39099
Gene.39101	Gene.39101
Gene.39105	Gene.39105
Gene.39106	Gene.39106
Gene.39108	Gene.39108
Gene.39110	Gene.39110
Gene.39112	Gene.39112
Gene.39113	Gene.39113
Gene.39114	Gene.39114
Gene.39115	Gene.39115
Gene.39117	Gene.39117
Gene.39122	Gene.39122
Gene.39123	Gene.39123
Gene.39131	Gene.39131
Gene.39132	Gene.39132
Gene.39139	Gene.39139
Gene.37322	Gene.37322
Gene.39140	Gene.39140
Gene.39141	Gene.39141
Gene.39143	Gene.39143
Gene.39147	Gene.39147
Gene.37323	Gene.37323
Gene.39149	Gene.39149
Gene.39150	Gene.39150
Gene.39153	Gene.39153
Gene.39155	Gene.39155
Gene.39159	Gene.39159
Gene.39160	Gene.39160
Gene.39161	Gene.39161
Gene.39163	Gene.39163
Gene.39166	Gene.39166
Gene.39170	Gene.39170
Gene.39173	Gene.39173
Gene.39176	Gene.39176
Gene.39182	Gene.39182
Gene.39184	Gene.39184
Gene.37326	Gene.37326
Gene.39187	Gene.39187
Gene.39188	Gene.39188
Gene.39190	Gene.39190
Gene.39194	Gene.39194
Gene.39196	Gene.39196
Gene.39197	Gene.39197
Gene.39198	Gene.39198
Gene.39199	Gene.39199
Gene.39202	Gene.39202
Gene.39206	Gene.39206
Gene.39207	Gene.39207
Gene.39210	Gene.39210
Gene.39211	Gene.39211
Gene.39213	Gene.39213
Gene.39216	Gene.39216
Gene.39220	Gene.39220
Gene.39226	Gene.39226
Gene.39229	Gene.39229
Gene.39232	Gene.39232
Gene.39233	Gene.39233
Gene.39234	Gene.39234
Gene.39236	Gene.39236
Gene.39237	Gene.39237
Gene.39240	Gene.39240
Gene.39243	Gene.39243
Gene.39249	Gene.39249
Gene.39250	Gene.39250
Gene.39251	Gene.39251
Gene.39263	Gene.39263
Gene.39264	Gene.39264
Gene.39265	Gene.39265
Gene.39272	Gene.39272
Gene.39273	Gene.39273
Gene.39277	Gene.39277
Gene.39278	Gene.39278
Gene.39280	Gene.39280
Gene.39282	Gene.39282
Gene.39283	Gene.39283
Gene.39285	Gene.39285
Gene.39286	Gene.39286
Gene.39288	Gene.39288
Gene.39293	Gene.39293
Gene.39294	Gene.39294
Gene.39296	Gene.39296
Gene.39303	Gene.39303
Gene.39306	Gene.39306
Gene.39308	Gene.39308
Gene.39314	Gene.39314
Gene.39316	Gene.39316
Gene.39317	Gene.39317
Gene.39319	Gene.39319
Gene.39321	Gene.39321
Gene.39324	Gene.39324
Gene.39327	Gene.39327
Gene.39330	Gene.39330
Gene.39335	Gene.39335
Gene.39340	Gene.39340
Gene.39341	Gene.39341
Gene.39344	Gene.39344
Gene.39346	Gene.39346
Gene.39350	Gene.39350
Gene.39351	Gene.39351
Gene.39353	Gene.39353
Gene.39354	Gene.39354
Gene.39355	Gene.39355
Gene.39356	Gene.39356
Gene.37331	Gene.37331
Gene.39362	Gene.39362
Gene.39363	Gene.39363
Gene.39365	Gene.39365
Gene.37335	Gene.37335
Gene.39371	Gene.39371
Gene.39372	Gene.39372
Gene.39374	Gene.39374
Gene.39378	Gene.39378
Gene.39379	Gene.39379
Gene.39382	Gene.39382
Gene.39386	Gene.39386
Gene.39387	Gene.39387
Gene.39388	Gene.39388
Gene.39392	Gene.39392
Gene.37339	Gene.37339
Gene.37340	Gene.37340
Gene.39402	Gene.39402
Gene.39403	Gene.39403
Gene.37342	Gene.37342
Gene.39404	Gene.39404
Gene.37344	Gene.37344
Gene.39405	Gene.39405
Gene.37346	Gene.37346
Gene.37348	Gene.37348
Gene.37349	Gene.37349
Gene.37350	Gene.37350
Gene.37351	Gene.37351
Gene.37352	Gene.37352
Gene.37354	Gene.37354
Gene.37357	Gene.37357
Gene.39416	Gene.39416
Gene.39419	Gene.39419
Gene.37363	Gene.37363
Gene.37364	Gene.37364
Gene.37366	Gene.37366
Gene.39433	Gene.39433
Gene.37370	Gene.37370
Gene.37375	Gene.37375
Gene.37377	Gene.37377
Gene.37379	Gene.37379
Gene.39436	Gene.39436
Gene.39438	Gene.39438
Gene.37381	Gene.37381
Gene.37385	Gene.37385
Gene.37386	Gene.37386
Gene.39440	Gene.39440
Gene.39443	Gene.39443
Gene.39446	Gene.39446
Gene.39448	Gene.39448
Gene.37392	Gene.37392
Gene.39453	Gene.39453
Gene.39461	Gene.39461
Gene.39462	Gene.39462
Gene.39464	Gene.39464
Gene.39469	Gene.39469
Gene.39471	Gene.39471
Gene.39476	Gene.39476
Gene.39479	Gene.39479
Gene.39480	Gene.39480
Gene.39481	Gene.39481
Gene.39482	Gene.39482
Gene.39485	Gene.39485
Gene.39488	Gene.39488
Gene.39490	Gene.39490
Gene.39492	Gene.39492
Gene.39496	Gene.39496
Gene.37395	Gene.37395
Gene.39497	Gene.39497
Gene.39505	Gene.39505
Gene.39506	Gene.39506
Gene.39508	Gene.39508
Gene.39510	Gene.39510
Gene.39517	Gene.39517
Gene.39520	Gene.39520
Gene.37399	Gene.37399
Gene.39526	Gene.39526
Gene.39527	Gene.39527
Gene.39531	Gene.39531
Gene.39532	Gene.39532
Gene.39536	Gene.39536
Gene.39537	Gene.39537
Gene.39541	Gene.39541
Gene.39550	Gene.39550
Gene.39552	Gene.39552
Gene.39554	Gene.39554
Gene.37401	Gene.37401
Gene.39561	Gene.39561
Gene.37403	Gene.37403
Gene.39562	Gene.39562
Gene.37404	Gene.37404
Gene.39564	Gene.39564
Gene.39565	Gene.39565
Gene.39574	Gene.39574
Gene.39578	Gene.39578
Gene.39584	Gene.39584
Gene.39589	Gene.39589
Gene.37407	Gene.37407
Gene.39595	Gene.39595
Gene.39598	Gene.39598
Gene.39603	Gene.39603
Gene.39610	Gene.39610
Gene.37409	Gene.37409
Gene.37410	Gene.37410
Gene.39612	Gene.39612
Gene.39614	Gene.39614
Gene.39615	Gene.39615
Gene.39617	Gene.39617
Gene.39621	Gene.39621
Gene.39622	Gene.39622
Gene.39625	Gene.39625
Gene.39628	Gene.39628
Gene.39630	Gene.39630
Gene.39631	Gene.39631
Gene.39632	Gene.39632
Gene.37412	Gene.37412
Gene.39635	Gene.39635
Gene.39642	Gene.39642
Gene.39649	Gene.39649
Gene.39655	Gene.39655
Gene.39657	Gene.39657
Gene.39661	Gene.39661
Gene.39663	Gene.39663
Gene.39664	Gene.39664
Gene.39670	Gene.39670
Gene.37413	Gene.37413
Gene.39678	Gene.39678
Gene.39680	Gene.39680
Gene.39683	Gene.39683
Gene.39686	Gene.39686
Gene.39687	Gene.39687
Gene.39690	Gene.39690
Gene.39696	Gene.39696
Gene.39702	Gene.39702
Gene.39708	Gene.39708
Gene.39709	Gene.39709
Gene.39710	Gene.39710
Gene.39714	Gene.39714
Gene.39716	Gene.39716
Gene.39719	Gene.39719
Gene.39724	Gene.39724
Gene.39725	Gene.39725
Gene.39731	Gene.39731
Gene.39743	Gene.39743
Gene.39744	Gene.39744
Gene.39753	Gene.39753
Gene.39758	Gene.39758
Gene.39760	Gene.39760
Gene.39762	Gene.39762
Gene.39763	Gene.39763
Gene.39764	Gene.39764
Gene.39765	Gene.39765
Gene.39766	Gene.39766
Gene.39768	Gene.39768
Gene.39769	Gene.39769
Gene.37424	Gene.37424
Gene.39774	Gene.39774
Gene.39783	Gene.39783
Gene.39784	Gene.39784
Gene.39786	Gene.39786
Gene.39793	Gene.39793
Gene.37425	Gene.37425
Gene.39802	Gene.39802
Gene.37430	Gene.37430
Gene.39807	Gene.39807
Gene.39812	Gene.39812
Gene.39814	Gene.39814
Gene.39817	Gene.39817
Gene.39818	Gene.39818
